nomor;full_text;label
500;@mojokdotco Min,coba dong kasih gambaran andai seandainya Ganjar pranowo di deklarasikan sebagai Capres pada saat batas akhir pencapresan;0
501;@bintangku206 @aniesbaswedan @Twitter Lah wong pendukung Anies cuma di medsos...yg di huni kebanyakan akun bot;0
502;@Riza_Ganjar_15 alay! spam komen di postingan org bodoh bale di spam gt kalau gak mau ya gak usah spam anj;2
503;@Dony_YNWA @riea_mariska86 @YRadianto @psi_id Hahahaaa kembali ke Pildun buat nyerang Ganjar 🤣🤣🤣;1
504;Kok yo ngrasake ngene meneh.;1
505;Balihonya Tutupi Milik Politikus Gerindra, Ganjar: Copot! - IDN Times #Prabowo #BangkitBersama https://t.co/MwWkCLutUM;0
506;@Riza_Ganjar_15 dih si kntl sok keras udh stalk postingan org sampai spam HANYA GARA GARA GAK TERIMA OPINI HAHA LU KIRA LU BLOKIR GUA GAK MENTION LU?salah KNTL MAKA NYA GAK USAH SPAM ANJ ALAY ALAY ALAY BGT LU JING;2
507;@akupadi5 @rubiavianto @ganjarpranowo Tetap dukung Ganjar pokokke 💪;1
508;Ganjar Pranowo Pakai Kemeja Motif Garis Hitam Putih Desain dari Jokowi https://t.co/w9sx3xozOa;1
509;@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Oke syiah;1
510;Usut Punya Usut Prabowo Akan Dapat Tiket Capres PDIP Gantikan Ganjar? https://t.co/rco1S7X0Nq https://t.co/L713hzlJky;1
511;@lalisaafranss @Riza_Ganjar_15 @inuu90 @dolcegust0 @tanyarlfes Wkwkwkkw obsessed;2
512;@KikiDaliyo @Puspen_TNI @_TNIAU Netral buat Prabowo mungkin;0
513;Saya kira kesalahan terbesar PDI-P saat ini ialah terlalu cepat mendeklarasikan Ganjar Pranowo sebagai presiden. Andai saja PDI-P memainkan waktu sampai di ujung batas pencalonan. Mungkin ganjar dan PDIP dapat memenangkan pemilu 2024;0
514;Budiman Sujatmiko bertemu Prabowo... Kelemahan Ganjar  1)Ganjar terlalu banyak mencitrakan diri di Medsos.  2)Ganjar akui kegagalannya (kemiskinan di brebes) gmn mau ngurus Indonesia?  3)Ganjar PD brkta mnykai video amoral 4)Trlalu ambisi nyapres dan menjilat partai 5)boneka pdip https://t.co/mYlm1GPsLm;0
515;Usut Punya Usut Prabowo Akan Dapat Tiket Capres PDIP Gantikan Ganjar? https://t.co/KzeTjvGbRV;1
516;Prabowo ganjar 2024, anis no !! https://t.co/73ZVNV0KHu;0
517;@OposisiCerdas Akibat mengikuti si ganjar nih. Nge- bokep...;1
518;2024 prabowo ganjar https://t.co/hLbyMdJJos;1
519;@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Sara banget lu anjeng, nanti kalau dibalik janji gak demo di monas;1
520;@musniumar tak usah panjang panjang Nulis Mar. 1 hal yg pasti survey anies  tertinggal jauh dan yg jadi presiden Ganjar Pranowo.;1
521;@haechaneon @Riza_Ganjar_15 @rujakcingvr @tanyarlfes Agak-agak anjir tu orang;2
522;@alisyarief Semoga terkabul doa ganjar pk baju ini nnt di tahanan 😁 https://t.co/ytdcwPdjbF;0
523;@Riza_Ganjar_15 @gojekindonesia kasian delo;1
524;@Joker_Wedoks @Andrikosasih @hutahur1 @DJoker_GinOngs @NGM_007 @Yudiantiyaman @putri_Aalona @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Menolak lupa ya 😂😂😂bukan kah sekjen ttp nyinyir 😂😂jangan bicara jejak Ganjar jg punya jejak yg di bongkar oleh sekjen ya 🤔🤔jadi lebih baik diam 🤪 https://t.co/ucq84gownR;0
525;@yusuf_dumdum Kalau dilawan oleh UE dengan economic sanction ke  Indonesia. Kita bisa bangkrut secepatnya. Coba pikirnya pakai data bukan sekedar retorika kosong agar supaya orang2 kampung merasa Ganjar hebat. RI butuh UE lebih dari UE butuh kita.;1
526;Jokowi Ogah Wariskan Proyek Mangrak ke Prabowo-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/1haOw6R0DC;1
527;abah leung as ganjar in newjeans mv https://t.co/cohMD98dhB;0
528;Berita Prabowo :  Sandiaga Uno Ingin Ajak Ganjar dan Prabowo Subianto Tamasya ke Danau Toba - https://t.co/Z1QE1sPB8z #Prabowo #BangkitBersama https://t.co/JzZHE5XwHX;0
529;@lalisaafranss Kebanyakan makan babi;1
530;Berita Prabowo :  Jokowi Ogah Wariskan Proyek Mangrak ke Prabowo Subianto-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/eXKLJA6ctm;0
531;@lalisaafranss Bukan ga terima , paling males org kaya lu  Gw incer balik . Susah soalnya org kaya lu . Paling sotoy;1
532;pesan ganjar bahwa filosofi garis lurus hitam dan putih bahwa itu menunjukan sebuah karakter yang punya pilihan lurus dan setia,tidak abu abu dan tidak muter muter.apalagi 2 kaki yang berbeda pengertian dengan kaki 2. https://t.co/Tziz0dVoNs;1
533;@lalisaafranss @inuu90 @dolcegust0 @tanyarlfes So tau . Ga mau kalah kan lu .  Pdhl kalian itu masih satu cuman beda aliran yg terpecahkan .;0
534;@ganjarpranowo Sangking tidak adanya prestasi kau ganjar. Jokowi terus kau sebut dan di endors sama presiden;1
535;Prabowo ganjar 2024 https://t.co/Py2NXfYiWZ;1
536;@Aryprasetyo85 @seruanhl @Puspen_TNI Foto balihonya menhan. Judulnya baliho Ganjar ,,,yg ngaco siapa nich;0
537;Saran kegiatan buat comprehend film Oppenheimer beserta pembobotannya: - Baca American Prometheus (50%) - Belajar sejarah perkembangan fisika (20%) - Belajar sejarah PD2 (20%) - Nonton video terakhir Veritasium (10%);0
538;Bukti keseriusan Pak Jokowi mendukung Ganjar Pranowo https://t.co/CkU3GeGnSU  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/1Mo5CojD6d;1
539;2024 prabowo ganjar https://t.co/oFZQ5jtAcF;2
540;Dukung Ganjar Pranowo https://t.co/GEPoI424gN  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/bYAVkC7CZj;1
541;Bukti keseriusan Pak Jokowi mendukung Ganjar Pranowo https://t.co/CkU3GeGnSU  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju;1
542;Dukung Ganjar Pranowo https://t.co/GEPoI424gN  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju;0
543;@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes Sorry salfok wajahnya kek mario dandy;0
544;@gtobing2903 @hutahur1 @DJoker_GinOngs @NGM_007 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Bengok loe...  Liat tgl kapan ? Dan kapan pak Ganjar Pranowo di usung PDI-P?  Setelah tgl 21 April 2023 apa masih ada yg berani nyinyir pak Ganjar? https://t.co/SPpbSc4ucd;1
545;@strike_bravo_b Elah politik dari dulu gitu, kalau bersebrangan atau beda poros, ya sikut-sikutan, kalau dah 1 sirkel ya peluk-pelukan, percaya deh semisal Anies win, eh PDI malah ga jadi oposisi buzzer ganjar, bakal genjatan senjata sama Anies dan sebaliknya.;1
546;Ganjar membahas masa depan bangsa bersama dengan para Masyayikh Se-Indonesia yang dihadiri oleh Gus mus dan Gus Baha #GanjarJateng #GanjarMembangun #GanjarBersamaUlama #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/KH24Y3v8sE;1
547;Ganjar peduli pembangunan IKN untuk masa depan bangsa Indonesia #GanjarJateng #GanjarMembangun #GanjarBersamaUlama #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/Iw9j1VQa80;1
548;Ganjar dekat dengan para Ulama, dan sangat dicintai oleh masyarakat #GanjarJateng #GanjarMembangun #GanjarBersamaUlama #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/5WpKmMPS7b;1
549;Pak Ganjar sosok pemimpin hebat, tegas, dan juga memiliki keberanian. Pak Ganjar Pilihan Rakyat  Keisya PT Vale SISCA JANGAN LUPA MAKAN Anna Barbie Binus Oppenheimer Suzy Top 5 Freya Lombok MC YEONJUN Marlo hobi Suchwita BTS TAKE TWO DOMINATION Margot Robbie Yoona https://t.co/ABGaqS2v4d;0
550;Ganjar Minta Relawan Mulai Dekati Pemilih di Wilayah Basisnya https://t.co/lcoDKGFI0x;0
551;Ganjar Pranowo Presiden Indonesia Tahun 2024👍🇮🇩  Keisya PT Vale SISCA JANGAN LUPA MAKAN Anna Barbie Binus Oppenheimer Suzy Top 5 Freya Lombok MC YEONJUN Marlo hobi Suchwita BTS TAKE TWO DOMINATION Margot Robbie Yoona https://t.co/igOat7KheU;1
552;@DokterTifa Hehe..ayo di perhatikan wilayanya sebagai gubnur pak ganjar;2
553;@Miduk17 Tetep aja elektabilitas Ganjar ga naik naik malah makin nyungsep piye?;2
554;@Joker_Wedoks @hutahur1 @DJoker_GinOngs @NGM_007 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Kasihan sekjen PDIP aja bilang Ganjar gimmik. 🤪🤪🤪🤪jejak ya langsung dr PDIP bukan dr partai lain di bongkar partainya 🤔🤔🤔 https://t.co/tOhLnb5dJF;0
555;@Joker_Wedoks @DJoker_GinOngs @NGM_007 @gtobing2903 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan @Joker_Wedoks gak malu jang lu ngirim2 gtu sma aja lu ngerendahin ganjar j;1
556;Ganjar Pranowo tingkatkan IPM Jateng #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/VQgvNvy8Gp;2
557;Ganjar Beri Kiat Mengelola Dan Mengembangkan Desa Wisata Kepada Wali Kota Dan Jajaran Pemkot Pariaman  Freya Binus SISCA JANGAN LUPA MAKAN Suchwita Cabe Keisya sehun CONGRATULATIONS JIN PT Vale MC YEONJUN hobi Suzy Cakra Khan jaehyun Milan Barbie https://t.co/abfntwi43u;1
558;@mengsimeow @vavarosha @tanyarlfes Iya sih tp miris aja;0
559;Prabowo ganjar 2024 https://t.co/hz9Wf8y2dU;0
560;@haechaneon @rujakcingvr @tanyarlfes 15 kak wkwk;0
561;PKS Sebut Baju Kampanye Ganjar Kurang Cerah dan Berani, Tak Seperti Jokowi Dulu https://t.co/zf7dmMTVh3;0
562;Ganjar Blusukan Cek Revitalisasi Pasar Wonolopo: Hasilnya Sudah Oke!  Freya Binus SISCA JANGAN LUPA MAKAN Suchwita Cabe Keisya sehun CONGRATULATIONS JIN PT Vale MC YEONJUN hobi Suzy Cakra Khan jaehyun Milan Barbie https://t.co/3chflg8QBW;0
563;@inuu90 @dolcegust0 @tanyarlfes Semakin bnyk aliran dan menggap itu wajar  G mana dajjal datang d embat abis 🤣;1
564;Puan Ajak Jurkam Muda Pemenangan Ganjar Ciptakan Pemilu 2024 dengan Gembira, Damai, dan Penuh Cinta  #puanmaharani #GanjarPranowo #capres #pdip #teropongnews https://t.co/8tRQTRsgWK;2
565;Ganjar Pranowo Revitalisasi 84 Pasar Dengan Anggaran Rp390 Miliar Lebih. Pemimpin Yang Sudah Teruji Berbuat Untuk Rakyat  Freya Binus SISCA JANGAN LUPA MAKAN Suchwita Cabe Keisya sehun CONGRATULATIONS JIN PT Vale MC YEONJUN hobi Suzy Cakra Khan jaehyun Milan Barbie https://t.co/KmILQB22B0;0
566;@lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Gua paham kristen ortodoks . Mulai bermunculan yg ngedukung bnyk 🤣. Seolah olah wajar .;2
567;@Joker_Wedoks @hutahur1 @DJoker_GinOngs @NGM_007 @Yudiantiyaman @putri_Aalona @Andrikosasih @ganjarpranowo @Dennysiregar7 @psi_id @Puspen_TNI @mazzini_gsp @kurawa @aniesbaswedan Sayang ya ada jejak digitalnya 😂😂😂sekjen aja bilang Ganjar Gimik 🤪🤪;0
568;Gelombang Dukungan Generasi Milenial Semakin Besar, Ganjar Siap Wujudkan Bonus Demografi Yang Berkualitas  Freya Binus SISCA JANGAN LUPA MAKAN Suchwita Cabe Keisya sehun CONGRATULATIONS JIN PT Vale MC YEONJUN hobi Suzy Cakra Khan jaehyun Milan Barbie https://t.co/nsvIvAq91m;2
569;Prabowo presiden ganjar wakil 2024  pas https://t.co/B3XMJu4G1l;1
570;Prabowo presiden ganjar wakil pas 2024👍👍👍👍👍 https://t.co/8Xh4cDEMlZ;0
571;4 Survei Terbaru Capres Menuju Pilpres 2024. Milenial Merapat Dan Bersiap All In Ke Ganjar Pranowo  Keisya Barbie SISCA JANGAN LUPA MAKAN Binus PT Vale Suzy Oppenheimer Freya Suchwita Marlo hobi sehun MC YEONJUN jaehyun https://t.co/dVvdTJRAqO;0
572;@Rizkihadi @JohnBanting03 @pranoto_yudho @FransAlosius @WagimanDeep212_ @bpkri Ngoceh tanpa data. Pantes sih KL pendukung Jokowi Ganjar tolol2. 😎;0
573;Ganjar Pranowo pemimpin yang dekat dengan ulama https://t.co/H19MtDGNCQ;0
574;Ganjar Pranowo pemimpin yang dekat dengan ulama https://t.co/f6zHD9qm4N;0
575;"Elektabilitas Prabowo bersaing ketat dengan Ganjar, Anies urutan ketiga."" #newsupdate #update #news #text https://t.co/JMsXJdD19P""";1
576;@Sujiono050476 @mangunsong63 @aniesbaswedan @feryfarhati Menjabat gak menjabat kan kampanye duluan, ganjar jg kalau hari libur sabtu dan minggu itupun baru 2buln blum ada..;0
577;"@andre_rosiade @budimandjatmiko @prabowo Hmmm apakah ganjar akan jadi cawapres  prabowodua kandidat dlm pilprea seru ne..he.at hemattt keuangan negara""";0
578;@Aryprasetyo85 @PDI_Perjuangan @psi_id @GunRomli @Giring_Ganesha @Marbot_Udien @Uki23 @Urrangawak @03__nakula @ch_chotimah2 @NgkongRoses Mantap PSI dukung Ganjar;1
579;@Ganjaris0071 @psi_id Bukannya udah deklarasi ya? Atau mau deklarasi ulang kelain kamar?  Ganjar Yenny gimana ini? https://t.co/nFfL9FM2Zd;2
580;Inovasi Ganjar memanglah yang terbaik #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/azkaULCIGt;0
581;Ganjar Tingkatkan IPM JATENG  #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/3zuc0aqBDc;1
582;Ganjar mirip seperti sosok Pak Jokowi yang pekerja keras dan inovasi #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/QYwi0kK3Ne;1
583;Ganjar Sosok yang anti dengan Korupsi terbukti di Jateng memberikan dukungan penuh terhadap KPK #GanjarPranowo #GanjarCapres #Pemilu2024 #Presiden2024 https://t.co/lJ7XsWhZUz;0
584;@GeiszChalifah Ganjar anti Israel, kalo edan gimana?;0
585;Nih orang masih mau cari celah salah nya @Puspen_TNI aj,,, eh @Miduk17 lo manusia apa binatang ggk ngerti bahasa manusia lo y.... Lo pasang aj den ganjar lo balihonye dirumah lo ngapain si lo jadi usilin @Puspen_TNI aj,,, ada masalah lo...?;0
586;@FaGtng @ganjarpranowo Milenial dan GenZ bersama Ganjar;1
587;@helmihakam7 @Dennysiregar7 Ganjar dan pks anti israel lu pro israel?;1
588;@Ganjaran_app @ganjarpranowo Lanjutkan pak ganjar 👍🏿;0
589;@Kayakuwek2 @Dennysiregar7 Pada akhirnya Ganjar prabowo.;1
590;@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes Hah ngomong apa;1
591;@Hangudi_L @Dennysiregar7 @Safeguardindo1 @PKSejahtera Pks dan ganjar anti israel, lu pro israel ya? Pengkhianat;1
592;@balenciagka @Ganjaran_app @ganjarpranowo Yuk Indonesia bangkit bersama pak ganjar pranowo;0
593;@Riza_Ganjar_15 @vavarosha @tanyarlfes Menurut lu islam paling bener gak masalah, menurut orang Hindu hindu yg benar gak masalah..masalah itu kalau lu maksa orang lain kalau agama lu benar;0
594;@balenciagka @Ganjaran_app @ganjarpranowo Sekarang ga akan ragu lagi buat milih pak ganjar;2
595;Ganjar Pranowo bersama para masyayikh dan habaib se-Indonesia dalam momen bersejarah di Pondok Pesantren Al Anwar, Sarang, Rembang.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #MEnangkanGAnjar #MEnangkanGAnjarTotal https://t.co/nen1Q0oPUK;2
596;@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes Nonton ini dulu ya kak. Jangan asal ngejudge. Semoga kakaknya mau belajar biar gada orang yg tersakiti baca tweet kaka  https://t.co/dkYDIVtiF7;2
597;@Ganjaran_app sehat selalu pak ganjar;2
598;teriak kadrun,kampret,ternyata kau sbg pendukung Ganjar Pranowo aliran kampret buat malu.pembunuh sekalipun layak menerima kata maaf dan pengampunan paham...!!sdh kayak kau yg pemilik surga yg menentuka pantas atau tdk orang di ampunin.;0
599;@Ganjaran_app @ganjarpranowo Gimana ya kalau pak Ganjar sudah menjadi Presiden;1
600;Penilaian objektif Pangliam Andika terhadap Ganjar 👍🇮🇩  || Keisya SISCA JANGAN LUPA MAKAN Barbie Anna Binus hobi Suzy Freya Oppenheimer Lombok Mario PT Vale Top 5 Suchwita Yoona GoSe Van de Beek || https://t.co/1vJJwzldYa;2
601;@Ganjaran_app @ganjarpranowo semangat terus untuk pak ganjar;1
602;@ganjarpranowo Pak Ganjar Pranowo niki tetangga kulo terkena DBD yang sudah kena DPD gaamau ngasih surat  lab dri rumah sakit pak. Sedangkan kita yang mau laporan ke pihak kades gabisa soalnya bingung suratnya gabisa di minta pak;0
603;@Ganjaran_app @ganjarpranowo Pa ganjar memang jagonya 😀;0
604;@balenciagka @Ganjaran_app @ganjarpranowo Maju terus pak ganjar, pimpin Indonesia menjadi negara yang maju;0
605;@MaruayTa @Riza_Ganjar_15 @SastaAta @rujakcingvr @tanyarlfes agak kaget jg ketemu anak psikologi yg kek gini wkwk;1
606;@Rizkihadi @JohnBanting03 @pranoto_yudho @FransAlosius @WagimanDeep212_ Iya iya.. jadi @bpkri dibeli ya.  Kamu lagi nyindir Ganjar dapat wtp beli dari @bpkri ?  Mas2 makanya kalau tidur jangan terlalu miring. Ilernya kemana2;2
607;@Ganjaran_app @ganjarpranowo Sehat selalu pak ganjar, agar terus bisa memberikan yg terbaik untuk rakyat Indonesia;1
608;Silaturahmi Masyayikh Se-Indonesia di Ponpes Al Anwar, Rembang  .  .  #GanjarPranowo #MyGanjar #Ganjar https://t.co/YPXoDRDXNt;0
609;@balenciagka @Ganjaran_app @ganjarpranowo Indonesia makin jaya ditangan pak ganjar;0
610;Tak ada tokoh lain yg cocok sama Ganjar Pranowo selain Erick Thohir.  Erick Thohir seirama dengan Ganjar dalam bekerja, inovatif dan gerak cepat!  Soal prestasi? Erick berhasil raih banyak prestasi selama menjabat sebagai Menteri BUMN.  #GanjarErickDuetTerbaik https://t.co/auxTMuFtAV;2
611;@Ganjaran_app @ganjarpranowo Selain milik bu atiqoh, pak ganjar juga milik rakyat Indonesia 😂;0
612;Ganjar tetap nyapres apabila prabowo tolak proposal ganjar sbg wapres!;2
613;@SheizzaNissa @ganjarpranowo Sblm Ganjar di deklarasikan n sblm  ada maling di proyek BTS Anismu itu udah kliling pake jet bkn pake kaki ky yg dia blg,alat transportasi adalah kaki😂;0
614;Ganjar Pranowo bersama Masyayikh dan Habaib Se-Indonesia👍🇮🇩 https://t.co/5FMvLmGBdd;2
615;Mana ada kemampuan ganjar bicara hilirisasi nikel, buktinya mantu jokowi Bobby bertanyanya ke prabowo saat acara apeksi, bukan nanya ke ganjar, karena dia tau ganjar gak mampu jawab daripada malu.;0
616;@Riza_Ganjar_15 @SastaAta @rujakcingvr @tanyarlfes What a shame punya gelar yang harusnya bisa tinggi toleransi saling menghormati, ternyata malah look so dumb. Googling, telaah dulu sebelum bangga terlihat bodoh. Padahal di Psikologi diajarin jangan judgemental, dosen gue sih ngajarinnya gitu. Gatau kalo lo menyimpang sendiri.;1
617;ERICKTHOHIRNEWS|  Erick Thohir soal Cawapres: PAN Dorong ke Prabowo dan Ganjar | https://t.co/pxHgij1D0n | BangkitBersamaET  https://t.co/qp0SuKRe0l;1
618;Ganjar Pranowo sudah merencanakan masa depan Indonesia maju👍🇮🇩 https://t.co/ppJIqXV3CL;1
619;@democrazymedia Bacotlah.. tidak ada rekam jejak Ganjar yg bangun sesuatu yg spektakuler;0
620;Ganjar Pranowo pemimpin yang dekat dengan para ulama👍🇮🇩 https://t.co/f4QIAVc1a4;1
621;Ganjar Pranowo bahas masa depan bangsa bersama Masyayikh se Indonesia👍🇮🇩 https://t.co/seLtt5u4WV;0
622;"Puluhan Masyayikh berkumpul di pondok Pesantren Al Anwa, Sarang, Rembang (19/7/2023) Pertemuan bertajuk Silaturahmi Masysyikh se-Indonesia"", juga dihadiri Gubernur Jawa Tengah Ganjar Pranowo. https://t.co/zYh3y8dJis""";0
623;@musniumar Yohanies itu sdh dikunci oleh sayur paloh yg pd akhirnya akan ditinggalkannya jg krn nasdem bkn murni oposiai, maka tdk akan mati2an mengkampanyekannya, ntar tinggal prabowo vs ganjar saja kandidatnya mus... 😜;1
624;Ganjar Pranowo bahas isu pendidikan dan pembangunan IKN Nusantara 👍🇮🇩 https://t.co/iNJZC2TugU;0
625;@sutanmangara Prediksi gw pemilu nanti :  anies jadi presiden kalau.... Bisa menang 1 putaran. Kalau 2 putaran : Anies pasti kalah, ga mungkin menang, kenapa? Di pilpres ini lawan Anies bukan ganjar atau prabowo, tapi ganjar dan prabowo.;1
626;Inovasi Ganjar Pranowo memang the best👍🇮🇩 https://t.co/X8ka4fEo4K;1
627;Ganjar Pranowo rilis baju garis hitam putih untuk kampanye  Keisya Anna Binus PT Vale Freya https://t.co/wdpcXjgqFp;1
628;Ganjar Pranowo akan komitmen lanjutkan seluruh program Jokowi👍🇮🇩 https://t.co/P179dUznDz;1
629;Ganjar Pranowo pemimpin yang dekat dengan ulama https://t.co/BqKdyaoxIa;0
630;Kenapa ganjar sekarang selalu jual namaJokowi,   ngak megawati dan ngak soekarno;1
631;Ganjar Pranowo tekankan prinsip mboten ngapusi mboten korupsi 👍🇮🇩 https://t.co/cIXspczK7f;1
632;Ganjar Pranowo pemimpin yang dekat dengan ulama https://t.co/AJvPsIIhQn;2
633;@ganjarpranowo Ahok kotak kotak, ganjar garis garis Insha Alloh mereka akan tumbang di 2024 bismillah Anies presiden 2024;1
634;@asfan_warah @PresidenKopi Buzzer ganjar masih ada.. https://t.co/cbUUeKVJqa;1
635;Buat pak @hasto66 ijin tanya pak kenapa orang yg gimmik bs jadi capres pak ?? 😂😂😂 @PDI_Perjuangan @ganjarpranowo  Lucu ya PDIP batal kontrak Erick Tohir lanjut dgn capres Ganjar 😂😂trs bawa nama pak @jokowi utk suara rakyat 🤔🤔🤔 Ya bgtu lah politik yang penting kekuasan https://t.co/Sn5d9y3JUH;0
636;Masyarakat menilai Ganjar Pranowo semakin dipercaya 👍🇮🇩 https://t.co/Jk5dy5wdsX;0
637;Ganjar Pranowo sebut desa antikorupsi di Jateng bentuk dukungan kepada KPK👍🇮🇩 https://t.co/85XkmYTzKm;0
638;Presiden Jokowi adalah mentor pemerintahan Ganjar Pranowo👍 https://t.co/u5wS6nIwYG;1
639;Pencopotan Baliho di Muara Teweh Kalteng, Ganjar: Tidak Boleh Marah https://t.co/ZQ30H4kY94;0
640;@kurawa Kalaupun anda mengaku pendukung Jokowi ataupun Ganjar, saya tidak pernah yakin bahwa anda benar benar jujur. Karena saat ini Bunglon banyak keliaran. Garis itu menunjukan tegak lurusnya hati mengabdi pada negeri sekusut apapun ttp lurus dan putihnya hati penuh kejujuran. Bunglon.;2
641;Ganjar Pranowo tingkatkan IPM di Jateng👍🇮🇩 https://t.co/7P2lqN8h5o;1
642;@AriefSukandar3 @ganjarpranowo Kepentingan rakyat adalah menginginkan Ganjar sebagai presiden RI 2024 drun... Lu mau apa? Minggat ke yaman?? Buruan gih.. 🤣🤣🤣🤣;1
643;@Ganjaran_app @jokowi @ganjarpranowo Pak ganjar langsung dapat semangat kalau didukung dari pak jokowi;1
644;@tempodotco Relawan jkw tidak pernah di bubar kan apa itu yg mau di contohi oleh Ganjar apa Ganjar mampu bayar Gaji Relawan dgn uang pribadi.dan jkw juga setelah lenser akan di audit dia bayar Gaji Relawan nya ngambil uang dari mana;1
645;@Ganjaran_app @jokowi @ganjarpranowo Pak ganjar udah yang paling tepat jadi presiden;1
646;@BosPurwa @ganjarpranowo Betul sih... Baiknya Ganjar buka google utk cari tau model² seragam yg pernah dipakai penjahat atau yg dipakai organisasi² ekstrim dunia sblm seragam itu dipakai secara resmi. Hanya saran..ii;1
647;Prabowo or ganjar ikut arahan pak jokowi😎 https://t.co/8e2f48d5Xq;1
648;@balenciagka @Ganjaran_app @ganjarpranowo Bismillah 2024 milik pak ganjar 100%;2
649;Masuknya Relawan Jokowi dalam Kabinet, Berpotensi Ganggu Pemenangan Ganjar https://t.co/krpvBfxere;1
650;@Ganjaran_app @ganjarpranowo Semua kalangan mencintai pak ganjar❤;1
651;Menurut kalian gimana kalo Ganjar Pranowo dipasangkan dengan Airlangga Hartarto?  #golkarindonesia #golkar #airlanggahartarto https://t.co/LycezTLGMX;1
652;Baju Ini Didesain oleh Pak Jokowi untuk Ciri khas Relawan Pendukung Ganjar Pranowo.  Desain baju pak Jokowi untuk Ganjar Pranowo sebagai Capres 2024, memberikan suntikan semangat perjuangan bagi relawan. 🤟  Pasti kadrun yang iri nanti.. 🙈🙈 https://t.co/CRTZlOGA5f;0
653;@Ganjaran_app @jokowi @ganjarpranowo Sampai baju, pak jokowi peduli sama pak ganjar;2
654;@Ganjaran_app @jokowi @ganjarpranowo Mantap pak ganjar, pak ganjar sudah berada didekat orang yang peduli sama beliau;0
655;Ganjar Pranowo sosok pemimpinyang dekat para Ulama #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/eewNTqeHjh;1
656;Ganjar Pranowo sedang membahas masa depan bangsa bersama Masyayikh se Indonesia yang dihadiri Gus Mus dan Gus Baha #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/Bxs7kKirMw;1
657;Ganjar Pranowo pemimpin yang dekat dengan para Ulama #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/Dg9En2Nguc;1
658;Ganjar Pranowo membahas pembangunan IKN Nusantara serta isu pendidikan dengan para Masyayikh dan Habaib se Indonesia #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/XOjDnA5J7t;1
659;Ganjar bersama Masyayikh dan Habaib se Indonesia #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/fWJMXj2dDP;1
660;"Selama ini saya ada komunikasi dengan Pak Ganjar dan Pak Prabowo mungkin sebulan sekali, kadang-kadang dua bulan sekali, saya rasa hal yang lumrah"". https://t.co/zPtoX0hjai""";2
661;Ganjar Pranowo bahas masa depan bangsa bersama masyayikh se-Indonesia yang dihadiri Gus Mus dan Gus Baha. https://t.co/9O1Z6qCT5S;1
662;@ekowboy2 Jokowi pilih Ganjar  bilamana nanti ia lengser aman kgk ada yang ngutak-ngatik berbagai kasus yg menimpanya;1
