,Influencer,Radio,SocialMedia,TV,Sales
3571,Mega,24.74690445,7.061842686,90.0,323.8554048
3572,Mega,7.833709453,4.783670357,20.0,71.07465941
3573,Nano,16.22435758,2.816390044,57.0,209.5364989
3574,Nano,7.139056221,2.660930829,37.0,129.8872684
3575,Macro,18.91431788,0.747304256,49.0,172.2528762
3576,Nano,12.53100733,2.685308786,31.0,114.0487612
3577,Micro,1.575240439,2.036787105,16.0,59.08480912
3578,Macro,11.01989424,0.759861818,24.0,86.73732416
3579,Micro,17.83636305,3.980693917,62.0,222.5440304
3580,Mega,35.23872291,2.678608349,99.0,353.0973035
3581,Micro,29.65963013,7.73038091,99.0,353.5486523
3582,Micro,21.56510793,6.507939785,75.0,267.8527494
3583,Mega,11.14928351,3.602205534,68.0,240.9624117
3584,Nano,34.89357897,6.591226551,98.0,352.3186779
3585,Macro,10.72282034,2.627919227,26.0,90.79028582
3586,Nano,1.619455174,0.263737433,15.0,56.22270792
3587,Micro,24.76678077,8.778415289,75.0,264.8282337
3588,Nano,9.879165582,1.436028111,61.0,213.0716274
3589,Macro,3.815213208,0.3327901,16.0,53.21920964
3590,Nano,19.36161231,1.654827873,53.0,189.6550645
3591,Micro,1.430684248,1.661340041,13.0,46.63333169
3592,Nano,21.56658905,1.046840025,62.0,219.9001444
3593,Macro,6.753057335,1.970540402,21.0,75.12415924
3594,Micro,26.01795786,4.539550507,61.0,216.5499263
3595,Nano,1.523935466,3.518965997,13.0,51.33690796
3596,Micro,23.74360068,2.231237256,67.0,237.0171391
3597,Mega,30.45987894,6.350355454,90.0,315.1792046
3598,Nano,21.86344116,5.987261805,50.0,176.9233723
3599,Nano,7.525871114,4.351137632,12.0,45.3684816
3600,Nano,20.29945501,8.637936045,75.0,268.5657321
3601,Macro,31.9179502,1.642863312,60.0,215.7581688
3602,Macro,22.32464234,4.001166429,74.0,266.3627574
3603,Mega,2.687161173,2.552869928,10.0,37.08405319
3604,Nano,13.68614516,0.864997463,54.0,199.0335836
3605,Nano,9.95269779,0.498155859,40.0,146.8899396
3606,Micro,27.45609511,1.952142405,51.0,181.3418933
3607,Macro,19.32978829,2.659791544,80.0,286.7241475
3608,Nano,2.648968868,2.182940143,14.0,55.57428349
3609,Nano,8.943415485,2.715735436,29.0,105.320521
3610,Nano,9.574189313,1.846560373,61.0,215.9117227
3611,Micro,31.88569222,3.03815294,83.0,296.2449421
3612,Nano,7.631560662,1.459345124,15.0,55.44668068
3613,Micro,21.55430149,3.285517042,39.0,145.7086026
3614,Mega,20.76268193,4.156663595,58.0,208.8131736
3615,Micro,20.53317132,4.245637001,64.0,226.7806507
3616,Nano,21.18724484,1.117233143,59.0,206.6212101
3618,Mega,26.37581692,3.715556358,64.0,225.7821031
3619,Micro,2.359354088,1.141379612,14.0,50.49789748
3620,Mega,13.09647398,1.75071503,54.0,195.8150488
3621,Mega,6.151431894,5.955430467,40.0,143.1785436
3622,Nano,9.665970142,3.653518074,23.0,77.78736554
3623,Mega,22.28131803,5.024264569,67.0,237.488704
3624,Mega,4.539363375,0.807812497,37.0,128.1104963
3625,Mega,20.81105562,4.438582726,33.0,118.5002089
3626,Mega,29.94711311,4.767623725,97.0,345.9467083
3627,Macro,16.70537458,2.657607685,67.0,238.3346609
3628,Mega,2.742980844,0.29066076,27.0,96.01512547
3629,Macro,13.78266234,0.176731945,46.0,164.256028
3630,Macro,6.933958113,1.745695372,17.0,60.64135781
3631,Nano,25.1423791,3.418215318,70.0,248.981991
3632,Mega,30.53983841,8.846154241,97.0,348.4529616
3633,Mega,30.10706369,8.054539885,100.0,357.7881952
3634,Nano,1.481611067,2.321315362,18.0,59.54822642
3635,Macro,15.79820177,4.337964302,63.0,225.7454019
3636,Mega,15.58848883,4.779978973,47.0,166.45073
3637,Nano,25.0517546,4.273356679,77.0,270.1674917
3638,Macro,17.59914055,1.792459542,60.0,217.0082053
3639,Micro,5.30937103,0.886191819,12.0,40.69035888
3640,Macro,21.36662978,4.869841897,58.0,209.9160703
3641,Mega,18.19837817,6.138034353,66.0,236.411755
3642,Mega,37.29968791,5.509882621,98.0,346.9490364
3643,Micro,14.80553314,1.818714968,23.0,80.27251748
3644,Mega,4.442709588,3.533258348,29.0,104.4211823
3645,Mega,2.451159611,1.932471284,57.0,201.4312428
3646,Micro,1.667023998,5.648119947,10.0,34.78708531
3647,Micro,34.78643691,5.168134754,97.0,344.0295871
3648,Nano,13.25095926,2.680226827,62.0,218.1731421
3649,Nano,31.21946728,7.587730571,78.0,270.6535949
3650,Macro,21.47726978,3.45746956,32.0,113.6751386
3651,Micro,21.41117235,3.944672626,56.0,199.0041018
3652,Micro,12.6133501,2.000279606,44.0,158.6730922
3653,Mega,15.66067741,4.894260232,25.0,93.293216
3654,Macro,7.179374076,3.421230648,46.0,166.49574
3655,Macro,17.57987378,1.218985086,49.0,173.6120794
3656,Mega,28.25584373,5.699994101,84.0,298.8823429
3657,Micro,6.299113349,0.91215344,12.0,40.15359647
3658,Nano,34.92092671,6.825080712,99.0,355.9261224
3659,Nano,12.91493042,1.829351188,47.0,172.8780528
3660,Macro,10.82249016,0.857715137,31.0,107.3165162
3661,Mega,22.33541786,0.434649663,64.0,225.8049954
3662,Micro,25.59728155,4.903209547,88.0,314.3113297
3663,Mega,21.23189006,4.101766949,94.0,334.2461302
3664,Mega,11.97337764,0.12416714,13.0,49.49801278
3665,Nano,33.99373618,5.491583816,94.0,334.7914212
3666,Macro,26.82343484,5.586457741,61.0,214.3465426
3667,Macro,26.57604552,6.141799337,75.0,265.2172358
3668,Micro,24.14078851,5.204844004,83.0,292.313545
3669,Mega,5.298172116,0.903993562,10.0,37.069275
3670,Micro,27.29955891,5.084324988,84.0,305.1819706
3671,Micro,8.356876047,3.829888213,27.0,97.93025316
3672,Mega,34.39442709,3.764872969,66.0,240.8906045
3673,Micro,11.20191354,3.278170228,60.0,210.069569
3674,Macro,11.82249558,1.840562767,44.0,155.6302295
3675,Micro,2.478502537,1.480315228,11.0,38.86596606
3676,Nano,9.953269119,0.713255761,38.0,134.3960949
3677,Nano,14.57976711,3.274513943,35.0,124.1763504
3678,Micro,16.59159546,0.394758957,49.0,177.3087891
3679,Nano,18.66286971,2.145018859,63.0,225.8508972
3680,Nano,17.17752921,2.97097749,26.0,94.50404095
3681,Macro,5.04461794,2.012805814,39.0,138.8562113
3682,Macro,18.12941166,3.425164997,31.0,113.5480982
3683,Mega,11.85926874,1.787562176,32.0,110.3772781
3684,Mega,11.24439034,2.602426966,14.0,53.87149398
3685,Mega,25.46734474,1.829690923,77.0,273.7988825
3686,Nano,21.04661271,5.599101966,69.0,245.6431449
3687,Micro,29.43758471,5.523007979,88.0,317.1594292
3688,Mega,24.64119515,4.856110743,93.0,326.0358817
3689,Micro,0.573244039,1.072542455,10.0,33.71960742
3690,Nano,29.57319313,5.647527894,85.0,298.3137084
3691,Nano,29.48179455,2.502110175,91.0,324.8713637
3692,Nano,26.8926879,3.890886001,92.0,327.8695387
3693,Mega,13.96921225,5.209408375,25.0,90.62518481
3694,Nano,7.841799099,2.114598916,33.0,113.3965237
3695,Macro,28.46882717,3.439719406,77.0,274.9067731
3696,Nano,26.94994463,2.112651668,69.0,245.3328876
3697,Mega,1.247191596,1.757639591,25.0,90.04268581
3698,Micro,28.20812272,4.03044572,67.0,239.6004589
3699,Mega,19.60088777,8.160758956,47.0,166.9758535
3700,Macro,32.48179976,5.065837233,81.0,287.9154222
3701,Macro,33.80416617,6.854701422,98.0,349.6410831
3702,Nano,24.73579762,4.85653667,78.0,279.5227695
3703,Macro,15.07233814,0.928096772,35.0,123.5652911
3704,Nano,8.871762171,1.900113447,26.0,91.7104474
3705,Micro,27.23205765,4.969437558,58.0,211.7283823
3706,Micro,23.82047528,1.627421268,46.0,159.4508481
3707,Mega,17.22084922,5.41143896,60.0,216.6682401
3708,Micro,16.17484875,1.898537466,51.0,185.0487647
3709,Mega,12.24599734,2.026165043,27.0,99.96302723
3710,Micro,14.65663336,3.817979653,55.0,191.5212661
3711,Micro,31.06040008,5.598760009,88.0,313.1249453
3712,Macro,5.338710726,2.31694426,33.0,120.252124
3713,Nano,14.62315899,3.608015493,43.0,154.2647062
3714,Micro,31.21585735,1.944918744,84.0,296.6152122
3715,Nano,31.41745386,4.01690321,97.0,343.4816646
3716,Nano,18.60629352,5.167471593,49.0,175.5391351
3717,Mega,26.81127265,7.62812867,54.0,193.8712032
3718,Mega,5.559327554,1.207829519,15.0,48.27654502
3719,Macro,16.84529732,4.987388927,68.0,243.3928083
3720,Micro,13.33891846,2.531478926,37.0,132.8755737
3721,Nano,26.74288882,4.026507794,79.0,285.6838804
3722,Nano,24.60359711,4.14617113,96.0,342.9582007
3723,Micro,14.68210758,3.733367354,56.0,204.1140192
3724,Mega,12.32745975,1.450388739,31.0,106.7625412
3725,Micro,18.15111996,3.103474045,34.0,120.1130232
3726,Mega,26.56556136,2.245302708,62.0,216.2518814
3727,Micro,15.20246594,2.346264462,38.0,128.9935813
3728,Macro,14.48736052,0.931805763,32.0,111.1881219
3729,Micro,35.48887371,6.478934029,91.0,324.6273336
3730,Nano,11.87771692,0.521646686,30.0,105.5402871
3731,Nano,17.7104836,0.670137979,53.0,185.0330295
3732,Mega,34.45287378,5.827060764,87.0,308.2204699
3733,Micro,27.8684782,2.766438696,92.0,323.4020966
3735,Macro,34.47576407,4.93427199,99.0,347.5524099
3736,Macro,16.41037116,3.082835585,68.0,243.3430795
3737,Mega,17.20243034,5.265145607,73.0,263.0079568
3738,Mega,31.85438735,5.430961826,73.0,260.1410479
3739,Nano,7.325061924,1.587892055,20.0,70.88148393
3740,Macro,17.17151486,4.116564215,38.0,139.0004943
3741,Macro,28.23216199,4.76982045,79.0,280.3209694
3742,Nano,7.395379413,2.925949505,48.0,172.524878
3743,Mega,26.65916629,5.058853639,79.0,286.0745214
3744,Mega,15.98710355,0.831085792,28.0,95.67204115
3745,Macro,21.98199898,4.021468949,61.0,220.8382216
3746,Nano,19.15990669,4.831583416,59.0,212.4086283
3747,Micro,33.3817234,8.147554697,99.0,349.6352619
3748,Micro,22.43386587,0.874304744,66.0,232.4095312
3749,Mega,2.689973086,1.873918167,12.0,46.74453019
3750,Mega,4.702788925,1.325031956,14.0,47.20872537
3751,Micro,11.56440578,3.196670639,37.0,129.1776006
3752,Micro,24.08392299,3.537059462,95.0,338.2973414
3753,Nano,20.71704181,3.564433801,74.0,263.5298439
3754,Nano,27.47012019,5.023978417,85.0,304.9218522
3755,Mega,14.6946038,0.474445692,17.0,60.56969734
3756,Micro,12.05907089,1.472850958,42.0,146.8234527
3757,Macro,17.8876588,4.215976155,60.0,219.1544568
3758,Micro,11.21930355,0.656788657,32.0,114.7290885
3759,Nano,22.05660505,4.372790192,29.0,102.160097
3760,Mega,22.65913506,0.484667648,56.0,201.9764459
3761,Micro,7.322336297,1.174883484,11.0,36.9690515
3762,Micro,23.27044919,5.741407966,57.0,204.2368808
3763,Micro,38.05125413,3.180587039,95.0,337.0168508
3764,Macro,18.39714752,1.654340278,70.0,248.034799
3765,Mega,15.43266188,1.018386283,46.0,154.8304186
3766,Nano,28.06256577,3.420994554,84.0,294.0207823
3767,Micro,26.44800535,3.509245812,72.0,256.3737002
3768,Nano,6.167699608,0.901902768,14.0,45.77378949
3769,Nano,18.25418226,2.745603394,52.0,182.7775529
3770,Micro,2.879753335,0.221099517,13.0,40.56580781
3771,Macro,31.36438375,7.209496962,76.0,269.9524569
3772,Micro,23.00790846,4.42627669,93.0,330.7429786
3773,Nano,7.682984504,1.443827375,31.0,110.0272035
3774,Macro,20.5097048,1.575745303,31.0,110.6422897
3775,Mega,16.99203482,3.781429364,62.0,219.1695306
3776,Macro,18.76508582,6.298226829,47.0,160.5020705
3777,Macro,37.93348578,7.081628466,87.0,305.2916435
3778,Nano,12.04481355,0.370684494,52.0,187.710916
3779,Mega,34.83022342,6.007376739,94.0,330.30906
3780,Micro,3.492288507,1.662926385,14.0,51.36711319
3781,Macro,14.18460355,5.545421141,45.0,153.5787045
3782,Mega,6.533529151,0.389875207,20.0,68.65396305
3783,Nano,27.00388098,4.800652099,63.0,221.1447837
3784,Mega,31.5992473,5.409547295,80.0,280.2136399
3785,Macro,28.20271003,7.586978644,85.0,300.0219219
3787,Macro,8.09305976,2.677550763,26.0,91.56749737
3788,Nano,11.6137875,1.815052726,47.0,164.6803039
3789,Macro,30.5037236,3.850431399,75.0,269.8695308
3790,Micro,20.16504866,3.549288353,63.0,225.4633762
3791,Nano,32.90465972,5.083271911,90.0,321.5275916
3792,Micro,17.55118962,3.143709747,69.0,246.2388495
3793,Mega,10.90863806,3.192073711,45.0,158.3131509
3794,Macro,18.15010991,3.230139036,40.0,145.522259
3795,Nano,14.86021668,4.607362648,60.0,212.9957539
3796,Micro,13.18020546,3.23549134,46.0,160.0951532
3797,Nano,25.61370018,6.464483068,68.0,241.0343466
3798,Macro,9.060266838,0.887353031,38.0,139.2286275
3799,Micro,27.59610149,3.303434183,76.0,275.4277547
3800,Mega,7.75687576,2.572286867,20.0,67.57490362
3802,Nano,22.85941276,7.506443292,85.0,300.249264
3803,Mega,22.81045197,2.525908541,56.0,205.4840995
3804,Nano,18.17030662,4.848508766,39.0,133.4247192
3805,Nano,28.71579999,6.852004197,78.0,278.8508346
3806,Micro,16.17955891,2.089970315,54.0,190.2520081
3807,Macro,19.23206627,4.730563384,25.0,85.6443847
3808,Micro,23.25107396,2.460484219,65.0,232.107967
3809,Mega,33.41836523,4.973469351,85.0,304.3024959
3810,Macro,23.46416167,3.671607869,59.0,210.486536
3811,Mega,12.48040325,1.319113037,57.0,203.9487779
3812,Micro,4.501081536,1.91382614,28.0,99.73547127
3813,Macro,1.864835189,1.06921254,18.0,65.06488853
3814,Macro,6.043136607,2.687085163,29.0,101.7190725
3815,Mega,28.03957327,2.83256978,95.0,335.6043224
3816,Macro,22.60144502,6.898288302,60.0,213.7171527
3817,Macro,22.51866848,8.211918044,60.0,208.827418
3818,Nano,21.4781953,7.187973139,64.0,233.4035373
3819,Nano,28.98931813,4.510760387,71.0,250.1517552
3820,Mega,30.4451489,7.897284137,100.0,353.7459182
3821,Macro,24.49953205,3.518819199,72.0,257.4434401
3822,Nano,30.96792254,5.586192961,99.0,352.8213765
3823,Mega,15.03138623,0.742116974,43.0,152.049374
3824,Micro,41.55373951,6.947762673,89.0,313.0552815
3825,Macro,29.22260357,4.406522888,68.0,238.0909092
3826,Micro,21.78629319,7.451511141,40.0,139.5172092
3827,Micro,20.67313753,2.285148533,51.0,183.6163499
3828,Nano,0.000683948,0.672619169,17.0,58.09863066
3829,Nano,2.014777418,1.070821747,47.0,165.5760459
3830,Mega,0.084174691,0.64327624,32.0,113.3008572
3831,Nano,11.86478335,1.576683416,45.0,159.5095337
3832,Mega,11.41002235,2.694955186,46.0,158.8004728
3833,Nano,20.77180963,3.689627871,49.0,170.2013952
3834,Nano,26.9743057,5.266266037,65.0,231.3513943
3835,Macro,21.97087596,8.203744409,74.0,263.4299319
3836,Micro,19.52474885,2.011565642,75.0,272.4127729
3837,Macro,10.39803735,1.31512554,33.0,117.7516434
3838,Mega,24.74200406,1.469919578,80.0,284.1730009
3839,Mega,13.33245508,3.854678784,17.0,61.39875271
3840,Micro,36.76158596,6.258340608,100.0,356.4412903
3841,Mega,2.807795774,0.60165589,13.0,48.15867528
3842,Nano,29.11492788,6.434981931,87.0,310.0488048
3843,Macro,24.00926522,0.277916714,80.0,288.6605546
3844,Nano,5.308684631,1.459211679,25.0,89.75857399
3845,Macro,22.50506462,6.523355861,65.0,227.624483
3846,Micro,7.650640038,3.483067269,15.0,56.34621181
3847,Nano,30.82298689,1.891624828,90.0,322.8478529
3848,Mega,24.73827816,3.608007687,87.0,313.1932687
3849,Nano,29.32736229,1.618873632,87.0,310.1228399
3850,Nano,14.82454522,1.765247886,35.0,122.065538
3851,Macro,18.24844637,0.464631537,58.0,207.2787158
3852,Micro,1.5308523,2.412231941,11.0,36.97050118
3853,Mega,32.61828343,7.461405498,85.0,301.7104781
3854,Macro,25.28047404,1.795472681,64.0,223.8618866
3855,Mega,13.21271627,2.51343887,69.0,245.4635049
3856,Macro,5.433861834,4.68229946,38.0,134.7842978
3857,Nano,9.042435583,0.400175497,42.0,150.4635226
3858,Macro,3.779924037,1.188229762,10.0,40.69590144
3859,Mega,25.78893457,5.871907356,88.0,315.0931833
3860,Mega,4.32467821,1.383422123,18.0,60.91377507
3861,Mega,28.53692221,3.714551546,77.0,271.690631
3862,Nano,10.26587715,4.105277331,24.0,84.1969111
3863,Macro,21.65560783,4.342996442,87.0,306.9010938
3864,Nano,25.13907969,3.249423621,64.0,231.6576938
3865,Nano,3.655618827,0.901505113,20.0,59.49157912
3866,Mega,18.70863089,1.950714199,68.0,244.4055513
3867,Macro,1.957628612,0.873307408,20.0,68.32842672
3868,Macro,14.92235288,2.357322546,43.0,152.2054523
3869,Macro,23.17539059,4.579829006,70.0,245.5141816
3870,Micro,22.85908473,7.595223422,64.0,226.7274918
3871,Nano,8.207210536,0.054399134,41.0,143.4926191
3872,Micro,12.3698842,0.564642432,23.0,82.77529468
3873,Micro,17.29692445,1.341983961,52.0,182.6859507
3874,Nano,4.523879459,3.658953779,23.0,83.35221964
3875,Micro,29.98807828,5.491511053,61.0,215.1537313
3876,Nano,13.87461816,3.553056769,51.0,188.0915735
3877,Mega,7.929312525,2.364400595,18.0,68.20662226
3878,Micro,21.26509998,5.22210992,77.0,272.8654886
3879,Nano,10.88633139,0.109931925,39.0,133.678656
3880,Macro,0.94680009,0.659368424,33.0,118.0929681
3881,Nano,7.085628089,0.620930871,10.0,36.56273
3882,Nano,5.671721291,0.712198048,16.0,53.79021764
3883,Micro,7.770454122,1.797070674,37.0,135.7213798
3884,Macro,7.047832451,1.939791634,33.0,114.6774526
3885,Macro,24.37537742,3.050471293,71.0,253.8599728
3886,Macro,20.62311544,6.519578952,75.0,265.8166987
3887,Micro,12.52181267,1.924052672,19.0,66.91309675
3888,Micro,19.19058531,1.96627845,77.0,279.2244259
3889,Macro,20.40464594,3.936969494,74.0,263.2191068
3890,Micro,15.29255881,2.437563019,70.0,251.7579931
3891,Mega,3.92726748,2.376656144,33.0,118.5082625
3892,Micro,11.7731273,0.101324028,58.0,209.2938943
3893,Nano,11.95248101,3.326804424,13.0,52.44377341
3894,Micro,18.78109394,4.054434455,80.0,283.5399283
3895,Macro,7.767692583,2.769472522,34.0,117.971425
3896,Mega,0.194576476,1.235674585,19.0,64.57192004
3897,Micro,26.82739706,2.389919757,78.0,277.9719036
3898,Nano,7.882629022,0.921557242,38.0,137.5862512
3899,Macro,26.87287001,2.585689594,94.0,333.0484425
3900,Macro,30.35777737,4.303529107,68.0,241.2753185
3901,Nano,14.02210263,1.088194757,27.0,98.92909094
3902,Mega,16.68509976,0.667511487,57.0,201.0811349
3903,Mega,31.20750747,4.292261144,76.0,271.222418
3904,Nano,25.47353261,1.533320645,97.0,343.6733749
3905,Macro,15.31054288,2.280185979,53.0,191.4832078
3906,Mega,11.35623505,0.85939064,15.0,51.32043539
3907,Macro,29.35332175,6.940423544,87.0,303.5941572
3908,Nano,14.11905996,4.21564213,54.0,190.2844643
3909,Nano,6.460701926,1.332038473,37.0,132.4269998
3910,Macro,5.739965646,0.235851848,25.0,83.4309074
3911,Mega,22.05171417,3.380999278,67.0,240.361592
3912,Micro,32.52159528,6.428194995,93.0,326.6530006
3913,Mega,16.22488015,3.386847875,58.0,210.5247184
3914,Mega,15.41542077,1.707459574,59.0,211.176946
3915,Macro,26.77426032,5.958191412,90.0,318.5450016
3916,Mega,28.34481642,5.939716823,99.0,348.2742503
3917,Mega,14.26513655,0.454169997,47.0,166.3548254
3918,Macro,27.31829646,3.269504966,100.0,356.2562363
3919,Micro,14.13534024,3.890982839,20.0,69.83370712
3920,Mega,15.73860438,4.224996581,53.0,190.6822352
3921,Micro,16.08943737,2.525347278,38.0,138.0269028
3922,Nano,7.529380566,0.663731937,19.0,68.48861968
3923,Macro,22.99736022,5.937954803,69.0,241.1762462
3924,Nano,17.88277776,0.724534451,23.0,80.75858475
3925,Macro,1.833772485,1.466704533,25.0,90.30092951
3926,Mega,5.906967275,3.5879983,39.0,140.0247392
3927,Micro,31.6462889,6.52108481,100.0,356.5177011
3928,Micro,2.201477322,0.166173465,12.0,44.99813919
3929,Micro,17.94687212,1.643429846,46.0,158.6679165
3930,Micro,0.61637615,1.584732553,15.0,48.19920075
3931,Mega,23.74340747,6.509060472,91.0,318.145612
3932,Macro,17.40233918,4.550484424,79.0,282.6928978
3933,Micro,7.568249276,1.344170818,23.0,79.20466841
3934,Macro,33.98063924,6.003671155,96.0,347.4850616
3935,Nano,29.74677107,4.842879655,70.0,245.158013
3936,Micro,27.60890998,5.965674717,95.0,342.374752
3937,Macro,28.10015017,6.641151306,75.0,265.4659135
3938,Macro,22.15719329,1.174740673,62.0,223.0432993
3939,Micro,34.85208783,4.438102223,99.0,351.0736614
3940,Nano,20.90396594,5.870763969,33.0,114.9270444
3941,Nano,6.352914129,5.654725259,16.0,64.56053498
3942,Macro,15.76031391,2.761035651,49.0,179.3932673
3943,Nano,4.269271761,1.705284552,14.0,49.11321626
3944,Mega,26.13477794,2.501086045,72.0,258.4322606
3945,Mega,24.33760554,3.647264547,63.0,223.2373898
3946,Micro,20.88661089,4.727851849,66.0,237.1121183
3947,Macro,18.62923764,3.880480663,76.0,271.1326152
3948,Macro,35.50607789,5.870154103,88.0,311.5114489
3949,Mega,7.690011836,0.572313335,25.0,87.90067563
3950,Mega,16.70931471,1.792285775,76.0,269.7375692
3951,Micro,4.636437872,5.109243538,20.0,72.46791334
3952,Nano,4.906580811,3.263641471,19.0,66.57050729
3953,Nano,3.773286785,0.135074302,15.0,55.67421374
3954,Macro,5.478510793,2.250340619,14.0,49.66101465
3955,Macro,11.79796872,5.560012566,24.0,82.13347229
3956,Mega,31.22615523,4.872158084,75.0,262.6487631
3957,Mega,3.349022876,0.783864614,27.0,93.19571336
3958,Nano,2.470891055,1.029124697,14.0,49.76578638
3959,Macro,18.15760992,3.376908824,72.0,254.4566617
3960,Micro,8.623786376,2.562239937,72.0,256.173987
3962,Micro,18.74451161,3.009174444,66.0,234.7771716
3963,Nano,26.01949395,4.824377926,83.0,295.053625
3964,Macro,11.73759835,1.040604116,61.0,218.9726225
3965,Mega,13.46172084,1.849160984,64.0,229.4978002
3966,Nano,6.498471407,1.634970554,18.0,59.63995335
3967,Nano,26.14881955,1.866911198,61.0,219.0783537
3968,Mega,12.35039071,6.24012692,34.0,118.3347584
3969,Nano,29.3015032,0.673080227,68.0,238.6757108
3970,Micro,9.253700544,1.377505526,30.0,106.9208496
3971,Mega,14.29858127,1.588769981,48.0,167.8567745
3972,Macro,2.685571253,2.783753323,22.0,84.11566339
3973,Nano,11.1329506,2.882927209,25.0,89.41418055
3974,Nano,31.64099255,4.554771672,88.0,310.4803676
3975,Micro,19.51895384,1.820807646,78.0,282.9319733
3976,Macro,3.986323355,0.030038227,10.0,38.67562299
3977,Macro,8.995115117,0.684036129,20.0,65.54022346
3978,Micro,9.608401774,0.266972471,38.0,137.5672188
3979,Micro,23.05943072,4.309633654,51.0,177.4958727
3980,Micro,21.76612646,2.193168407,89.0,317.4710443
3981,Micro,9.790167854,5.124846848,40.0,141.2633298
3982,Nano,22.37705463,5.517499206,38.0,134.1887091
3983,Nano,16.23221563,0.81339399,44.0,161.4546797
3984,Micro,32.67209561,1.801486331,99.0,349.3763302
3985,Micro,10.60419906,3.560618087,36.0,135.3563456
3986,Mega,1.304559995,2.523884417,14.0,49.64602089
3987,Macro,9.632766329,3.042221761,41.0,146.9465532
3988,Micro,4.246828009,1.182699755,43.0,151.641576
3989,Micro,8.35330882,0.260972544,34.0,114.3825324
3990,Micro,28.55660496,4.744486496,75.0,264.7857008
3991,Micro,11.37745937,1.56084676,39.0,143.5997589
3992,Micro,24.39503194,7.606384879,56.0,210.5689447
3993,Mega,5.927109027,3.881455379,30.0,104.5832771
3994,Nano,27.70590537,7.419605849,80.0,286.5328686
3995,Mega,7.094611415,3.51582302,15.0,54.92793416
3996,Micro,11.09535068,0.337279593,25.0,90.70924854
3997,Micro,10.05574197,3.472817536,49.0,179.1315561
3998,Macro,25.98992347,4.655323383,93.0,333.3198427
3999,Nano,21.73992856,5.195618185,54.0,188.3637431
4000,Micro,4.85349411,0.017377461,22.0,80.92197504
4001,Mega,19.51073972,3.107126419,46.0,163.2310879
4002,Mega,10.55740569,3.122487155,30.0,108.6490758
4003,Micro,19.53033704,2.761218278,40.0,140.7327718
4004,Nano,1.77342788,1.882742602,11.0,40.81688385
4005,Micro,11.60578187,1.587599101,18.0,63.09085922
4006,Nano,27.20282364,8.986277187,97.0,343.7695329
4007,Macro,17.94459692,2.623383499,79.0,277.9127111
4008,Micro,17.26939778,4.424545391,44.0,158.5720707
4009,Micro,31.53306437,4.70058828,88.0,312.5797894
4010,Micro,15.36355775,6.625992213,29.0,106.9995338
4011,Micro,15.21581134,2.527104197,40.0,143.5374924
4012,Micro,10.99662027,0.740323295,32.0,111.4535967
4013,Mega,18.05932459,1.510221039,65.0,231.3045141
4014,Mega,13.86154644,1.778025776,13.0,45.80862974
4015,Macro,10.97413389,0.165895992,45.0,155.5045801
4016,Macro,23.62942306,4.262442573,80.0,282.8596166
4017,Nano,18.66574964,2.119379814,76.0,271.825973
4018,Nano,32.03602195,2.232688226,90.0,316.3712379
4019,Nano,12.97443837,5.112082652,32.0,117.097778
4020,Micro,12.8135709,3.97040315,52.0,182.977191
4021,Nano,5.095979276,2.833283442,24.0,82.39930061
4022,Macro,7.033246644,4.29895887,15.0,53.62777047
4023,Macro,4.952233443,2.039853759,10.0,37.94248252
4024,Micro,17.56421199,2.188043777,59.0,210.812733
4025,Micro,7.617127951,2.274600961,47.0,163.3418086
4026,Mega,31.41643985,5.671164791,77.0,272.4063387
4027,Macro,12.86904427,5.144390057,29.0,100.2770539
4028,Mega,16.84811459,3.975007849,38.0,142.2229816
4029,Micro,10.37404092,2.612899858,48.0,166.2003482
4030,Mega,21.09502383,7.972159086,30.0,108.2983242
4031,Mega,7.870507587,1.157604556,36.0,129.358352
4032,Macro,30.72875275,3.691274704,86.0,307.2977603
4033,Micro,17.12263904,0.29907415,70.0,250.7257902
4034,Nano,21.64940648,0.404270733,86.0,309.6652149
4035,Mega,10.86014433,1.318393616,21.0,75.89440591
4036,Nano,22.41030226,2.189639013,81.0,287.637807
4037,Mega,13.32463678,5.088006037,41.0,141.314699
4038,Micro,29.04312897,1.68483329,76.0,273.9691943
4039,Nano,25.31524585,3.522263977,57.0,203.7718264
4040,Mega,26.1898417,0.681756659,98.0,345.962898
4041,Macro,22.29004916,2.95721943,72.0,254.3806868
4043,Nano,5.564666466,0.327746146,23.0,82.64871392
4044,Macro,1.294193924,0.12850286,10.0,41.21001616
4045,Macro,5.595845332,1.583301743,27.0,98.55411089
4046,Micro,27.02176623,1.799590879,87.0,309.1409745
4047,Nano,14.34088963,1.005351601,53.0,187.4408659
4048,Nano,18.86747737,2.041285539,80.0,281.5009425
4049,Macro,18.44423052,0.952442375,63.0,220.344136
4050,Nano,23.23917706,3.820399478,42.0,147.2263754
4051,Micro,21.5538865,2.029129901,70.0,247.150991
4052,Mega,22.35807756,2.546508726,64.0,226.9880817
4053,Macro,27.70803536,2.231371578,75.0,266.9140375
4054,Macro,0.215380634,2.2912306,22.0,77.9952183
4055,Micro,26.01084466,4.803605016,82.0,290.4587084
4056,Mega,29.88664663,5.667107554,66.0,230.667327
4057,Nano,14.07938991,5.9702183,28.0,97.31993362
4058,Micro,26.87738758,3.516430061,74.0,265.1394241
4059,Mega,6.276701916,3.998939566,29.0,103.3118478
