Judul,Penulis,AbstrakClean,target,aspects
Multi-Label Classification of Indonesian Online Toxicity using BERT and RoBERTa,"[{""Penulis"":""Sagama, Yoga""},{""Penulis"":""Alamsyah, Andry""}]","Deteksi toksisitas online dalam interaksi digital Indonesia menimbulkan tantangan yang signifikan karena kompleksitas dan nuansa bahasa yang diteliti ini bertujuan untuk mengevaluasi efektiven model bahasa Bert dan Roberta yang khususnya Indonesia Indonesia, Metodologi Penelitian Indonesia dan Indonesia untuk mengidentifikasi konten beracun dalam Bahasa Indonesia, metodologi penelitian kami termasuk penelitian kami. Metodologi penelitian kami meliputi penelitian kami di Bahasa Indonesia kamiKoleksi Data Dataset Pro -Proed ing Anotasi Data dan Model Fine Tuning Untuk Multi Label Tugas Ifikasi CLA.Dan tiga zaman mengungguli model lain dengan ketepatan penarikan kembali dan skor F dari temuan ini menunjukkan bahwa Indobertweet berkinerja lebih baik dalam mendeteksi dan mencakup toksisitas online di Bahasa Indonesia, implikasi studi meluas ke membina lingkungan online yang lebih aman dan sehat untuk Indonesia di Indonesia.Pengguna sambil juga memberikan dasar untuk penelitian di masa depan yang mengeksplorasi model tambahan optimisasi dan teknik untuk meningkatkan deteksi toksisitas dan ifikasi CLA dalam bahasa Indonesia IEEEE","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Design and implementation of automatic solar water pumps for irrigation,"[{""Penulis"":""Maharani, Sarah""},{""Penulis"":""Aprillia, Bandiyah Sri""},{""Penulis"":""Pangaribuan, Porman""},{""Penulis"":""Aulia, Ananda Ayu""}]","Irigasi sawah dapat dilakukan dengan mudah selama musim hujan dengan memanfaatkan rute air irigasi selama musim kemarau para petani seringkali menggunakan air tanah untuk pompa air irigasi yang biasanya digunakan ketika mengambil air tanah biasanya ditenagai oleh diesel atau jaringan listrik dari PLN namun jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari jarak jauh dari PLN namun jarak jauh dari PLN namun jauhAntara sumber energi dan pompa air untuk mengairi sawah adalah salah satu hambatan di desa Mauk karena itu penelitian ini bertujuan untuk merancang dan mengimplementasikan pompa air bertenaga surya untuk irigasi berdasarkan hasil penelitian, pompa air bertenaga surya WP dapat beroperasi dalam ungcast yang cerah dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan mendung dan dan mendung dan WP Pompa Air Solared Solarcuaca berawan, intensitas rendah radiasi matahari pada hari -hari berawan menyebabkan waktu irigasi lebih lama dari hari -hari cerah ini karena output daya dari sistem tenaga surya off grid sangat dipengaruhi oleh kondisi cuaca uji dalam kondisi cerah daya tertinggi yang dihasilkan adalahwatt sementara dalam kondisi berawan dan mendung, daya maksimum yang diperoleh hanya watt dan watt masing -masing daya output panel surya juga mempengaruhi jumlah baterai SOC yang dapat diisi semakin besar daya yang dihasilkan semakin tinggi persentase baterai SOC selain tambahanPenghematan biaya untuk pompa bertenaga surya sama dengan lebih dari dibandingkan dengan pompa air diesel penulis","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",SDG7
Capability Development to Generate Business Value Through Customer-centric Analytics in the Banking Industry: A Systematic Review,"[{""Penulis"":""Kristiana, Idha""},{""Penulis"":""Ramadhan, Arief""},{""Penulis"":""Trisetyarso, Agung""},{""Penulis"":""Abdurachman, Edi""},{""Penulis"":""Zarlis, Muhammad""}]","Data tumbuh secara signifikan dan bank adalah salah satu ekosistem yang berkontribusi pada tata kelola data pertumbuhan data adalah tantangan di bank karena tingkat kerahasiaan yang tinggi dan keterlibatan regulator dalam manajemen data dan implementasi teknologi data besar membutuhkan teknologi untuk mengelolanya sementara teknologiInvestasi adalah tantangan yaitu bagaimana investasi teknologi untuk mengelola data besar dapat berkontribusi untuk menghasilkan nilai di bisnis ada dua poin utama dalam penelitian ini yang pertama adalah tentang membangun kemampuan dan yang kedua adalah menghasilkan nilai melalui tinjauan literatur, diketahui bahwa ada tantanganUntuk mengoptimalkan kemampuan implementasi teknologi data dan analitik kasus busin di industri perbankan untuk menciptakan nilai busine tantangan untuk membangun kemampuan sebagai dasar untuk busin yang didorong data adalah karakteristik data yang memproyeksikan data yang ditentukan data dan teknologi data yang ditentukan oleh tantangan yang ditentukan oleh tantangan.Cara Meningkatkan Data ACCE IBILITY DAN LUKUR DATA Ketika kemampuan telah dibangun nilai pembangkit dapat dilakukan di atas yang yaitu dengan meningkatkan pendapatan mengurangi biaya dan menurunkan risiko untuk melakukan ini, tidak perlu menjalankan analitik kasus penggunaan businDiukur yang fokus pada personalisasi dan rekomendasi mengoptimalkan prosedur dengan otomatisasi dan integrasi dan mengoptimalkan risiko kredit hasil tinjauan literatur dijelaskan dalam model konseptual pengembangan kemampuan untuk menghasilkan nilai yang merupakan dasar untuk mengembangkan strategi bisnis yang dapat meningkatkan nilai bisnisAnalitik sentris pelanggan harus diimplementasikan dengan menyematkan mesin analitik dalam aplikasi bank seperti Perbankan Internet Perbankan Mobile atau Aplikasi CRM Manajemen Hubungan Pelanggan yang akan meningkatkan pengalaman pengguna seperti personalisasi dan rekomendasi sebagai kunci untuk meningkatkan solusi pelanggan dampaknya adalah untuk meningkatkan pelangganKeterikatan dengan aplikasi dan produk bank karena pelanggan tidak hanya melakukan kegiatan perbankan harian tetapi juga telah melekat pada wawasan yang membantu mereka dalam pengambilan keputusan mereka dengan menerapkan Explore Memahami tindakan EUAE untuk Perjalanan Pelanggan Analitik Pusat Pelanggan memberi pelanggan pandangan komprehensif tentang merekaaktivitas rekening bank dan kontrol atas manajemen uang mereka meningkatkan keterlibatan pelanggan dengan memberikan wawasan dan rekomendasi budaya succe sebelum semua hak dilindungi undang -undang","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",SDG8
Sentiment Analysis on Indonesia-English Code-Mixed Data,"[{""Penulis"":""Utomo, Hilal Ramadhan""},{""Penulis"":""Romadhony, Ade""}]","Pengguna media sosial saat ini cenderung menggunakan kode bahasa campuran untuk menyatakan pendapat mereka. Pengguna media sosial telah meningkat secara eksponensial di beberapa negara seperti Indonesia yang telah memunculkan volume besar data campuran kode di mana pengguna menggunakan lebih dari satu bahasa dalam satu teks tunggalData dengan kode campuran seringkali berisik dan yang paling penting model monolingual biasanya tidak bekerja dengan baik di dalamnya ini telah menjadi tantangan bagi bahasa alami yang telah dikerjakan NLP untuk meramalkan dan menganalisis data dalam pekerjaan ini, kami melakukan percobaan analisis sentimen pada bahasa Inggris IndonesiaKode Data Campuran Pendekatan yang adalah dengan menggunakan model mbert yang terlatih multibahasa dengan menganalisis prediksi model analisis sentimen.Parameter ukuran dan zaman untuk menemukan dan mendapatkan akurasi tertinggi hasil eksperimen menunjukkan bahwa akurasi tertinggi yang kami peroleh dari model mbert yang dilatih dengan dataset kami yang diperoleh adalah dengan ukuran batch dan zaman yang digunakan IEEEE","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Integrated Reporting Implementation in the Health Sector Industry,"[{""Penulis"":""Hapsari, Dini Wahjoe""},{""Penulis"":""Khairunnisa, Khalisha Azzahra""}]","Pelaporan Terintegrasi adalah proses yang mengomunikasikan informasi kepada para pemangku kepentingan tentang penciptaan nilai dari waktu ke waktu laporan ini memberikan rincian materi tentang tata kelola strategi organisasi dan risiko pencapaian kompensasi dan prospek serta konteks sosial dan lingkungan busin di mana ia beroperasiOutput dari pelaporan terintegrasi adalah laporan terintegrasi yang merupakan laporan utama dari organisasi yang diteliti ini bertujuan untuk menentukan sejauh mana perusahaan sektor kesehatan yang terdaftar di IDX menanggapi pelaporan terintegrasi sebagai tren pelaporan perusahaan di masa depan, informasi tersebut diperoleh dari laporan tahunan kesehatanPerusahaan ditentukan dengan menggunakan pengambilan sampel purposive untuk menguji hipotesis yang dikembangkan dengan menggunakan pemodelan persamaan struktural paling tidak kuadrat parsial.pada pelaporan terintegrasi Universitas Wollongong Semua hak dilindungi undang -undang","1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","SDG1,SDG12"
Ensuring Compliance and Reliability in EV Charging Station Management Systems: A Novel Testing Tool for OCPP 1.6 Messages Conformance,"[{""Penulis"":""Priyasta, Dwidharma""},{""Penulis"":""Hadiyanto""},{""Penulis"":""Septiawan, Reza""},{""Penulis"":""Herminawan, Fito""},{""Penulis"":""Bayu, Himawan""}]",Protokol titik biaya terbuka OCPP telah dianggap sebagai standar de facto untuk komunikasi antara titik -titik biaya dan sistem manajemen pusat dari titik -titik muatan yang ditampilkan makalah ini menyajikan alat pengujian usia baru berdasarkan OCPP untuk mengevaluasi kesesuaian sistem pusat ke lapanganDefinisi kategori yang ditentukan oleh OCPP Penulis mengusulkan metode uji Discu skenario kasus uji positif dan negatif yang digunakan oleh alat pengujian usia me dan jelaskan cara mengatur kasus uji untuk memeriksa sistem yang dites dan penelitian ini menyoroti perbedaan antara MEAlat Pengujian Usia dan Alat Pengujian Kepatuhan OCPP OCTT yang disediakan oleh Open Charge Alliance OCA untuk menguji keandalannya alat pengujian usia ME telah diterapkan pada platform sistem pusat sumber terbuka Hasilnya menunjukkan bahwa sistem yang diuji dapat PA dariSkenario kasus uji positif tetapi hanya dari skenario kasus uji negatif yang patut dicatat bahwa hasil yang serupa dapat terjadi di platform sistem pusat lainnya juga temuan studi menggarisbawahi pentingnya penggunaan alat pengujian usia saya yang komprehensif selama pengembangan dan pelepasan sistem pusat sistem pusatPlatform Ini memastikan kesesuaian dengan definisi kategori bidang OCPP dan mempromosikan interoperabilitas yang andal antara titik -titik biaya dan sistem manajemen pusat lavoisier semua hak dilindungi undang -undang,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",SDG7
ARTEFACT SEGMENTATION IN MICROSCOPY IMAGES FOR AUTOMATIC ACID-FAST BACILLI QUANTIFICATION,"[{""Penulis"":""Aulia, Suci""},{""Penulis"":""Mengko, Tati""},{""Penulis"":""Suksmono, Andriyan Bayu""},{""Penulis"":""Alisjahbana, Bachti""}]",Seperti yang diungkapkan dari laporan kontrol TB global TB TB dari dari ke sana ada peningkatan kasus TB dari ke total kasus yang diharapkan dalam mikroskop konvensional Indonesia CM dan mikroskop fluoresensi FM adalah dua teknik mikroskop apusan sputum utama yang digunakan untuk mendiagnosis tuberkulosis TBC FM adalah FM adalah FM adalah FM TBC FM adalah FM adalah FM adalah FM TBC FM adalah FM adalah FM adalah FM tuberkulosis FM adalah FM adalah FM adalah FM adalah FM TBC FM adalah FM adalah FM TB.Pendekatan diagnostik yang lebih mahal mengingat tingginya harga mesin mikroskop dan pemeliharaannya untuk CM ini di negara -negara berkembang mungkin menjadi aplikasi yang lebih cocok penelitian ini menyajikan metode baru untuk kuantifikasi AFB basil cepat asam berdasarkan ruang warna RGB saluran dalam konvensionalGambar Mikroskopi Pengurangan artefak ke dalam gambar host diusulkan untuk mengidentifikasi AFB menggunakan beberapa metode ambang batas hasil eksperimen telah dikonfirmasi oleh ahli patologi dan spesialis dari fakultas kedokteran Universitas Padjadjaran Kinerja Sistem telah berhasil dalam meningkatkan tingkat akurasi rata -rata referensi oleh untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk untuk for for for for for for for for forTotal gambar uji pada dataset Laboratorium Kesehatan Masyarakat di Morelia Phlm ICIC International,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG3,SDG17"
The Taxonomy of Blockchain-based Technology in the Financial Industry,"[{""Penulis"":""37538383""},{""Penulis"":""""},{""Penulis"":""37538383""},{""Penulis"":""Alamsyah, Andry""},{""Penulis"":""Syahrir, Syahputra""}]",Pendekatan teknologi blockchain yang terdesentralisasi telah mengakibatkan inovasi ACRO berbagai industri termasuk keuangan yang menghadapi tantangan karena meningkatnya defi keuangan yang terdesentralisasi dalam desentralisasi pasar meningkatkan prosedur busin dan memacu inovasi produk melalui peningkatan transparansi dan menghilangkan perantara yang dibuat melalui taksonomi melalui a a melalui a -inovasi yang dibuat melalui a a.Tinjauan literatur menguraikan empat dimensi dari kemajuan ini manfaat produk driver utama dan ancaman yang muncul yang diusulkan solusi juga dimasukkan untuk mengatasi ancaman hak cipta Alamsyah A dan Syahrir S,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0","SDG8,SDG9"
Study identification of landscape elements in the Bandung Ganesha garden environment,"[{""Penulis"":""Cardiah, Tita""},{""Penulis"":""Andiyan""},{""Penulis"":""Rangkuti, Syahban""},{""Penulis"":""Firmansyah, Eliyana""}]",Pengembangan Taman di Kota Bandung Terutama bagian utara terkait dengan sejarah kota Bandung selama periode kolonial Belanda Ijzermanpark adalah taman dengan desain lanskap terbaik dengan desain taman bunga yang rapi dan berwarna -warni yang dilengkapi dengan taman air mancurinfeature  it changed its name to ganesha park after indonesian independence day  ganesha park has continued as a public park that is used for family recreation  the landscape elements in ganesha park are also equipped to support this park  this study aims to determine how completely it was developed andBagaimana itu memengaruhi fungsinya sebagai taman umum metode penelitian menggunakan metode kualitatif deskriptif dengan mengidentifikasi dan menganalisis fenomena yang dijelaskan dalam rincian dari penelitian ini ditemukan bahwa beberapa elemen lanskap taman Ganesha dilestarikan beberapa telah diganti dan beberapa di antaranya adabenar -benar baru elemen -elemen ini menjadi lanskap kesatuan yang diharapkan dapat meningkatkan kenyamanan kegiatan di Ganesha Park Author,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","SDG1,SDG11"
Pre-study on the distribution of thermal comfort in naturally ventilated classrooms at the Tokong Nanas lecture building on the Telkom University,"[{""Penulis"":""Ichwania, Chalila""},{""Penulis"":""Djunaedy, Ery""},{""Penulis"":""Sujatmiko, Wahyu""},{""Penulis"":""Utami, Amaliyah Rohsari Indah""}]",Kenyamanan termal adalah faktor penting dalam merancang dan mengevaluasi bangunan energi rendah bangunan energi rendah tidak memerlukan banyak pengkondisian suhu dalam ruangan tetapi melipatgandakan ventilasi alami ventilasi alami lebih cocok untuk diterapkan pada daerah iklim tropis iklim tropis memiliki perbedaan suhu yang relatif stabil dan dapat diprediksiProfil Kecepatan Angin Setiap saat musim namun bangunan berventilasi alami memiliki berbagai tingkat kenyamanan termal di seluruh ruangan yang penelitian ini bertujuan untuk mendapatkan profil distribusi tingkat kenyamanan termal dari kamar CLA berventilasi alami yang terletak di kampus Telkome Telkomuniversitas yaitu ruang kuliah nanas nanas juga menghasilkan metode simulasi untuk menghitung distribusi indeks kenyamanan termal di kamar berventilasi alami dalam penelitian ini lantai yang harus diamati adalah lantai dan th dengan tujuan ini simulasi pertama dari ruang CLA berventilasi alami alami alami natural ventilateded claModel geometri yang terkandung di aula kuliah kuil nanas menggunakan Rhino EnergyPlus dan perangkat lunak OpenFoam Hasil simulasi geometri adalah prediksi rata -rata suara indeks PMV dengan mengikuti data simulasi ISO menunjukkan bahwa kamar CLA di lantai ND lebih nyaman jika dibandingkan dengan kamar CLA pada th TH Th TH THLantai Selanjutnya hasil metode simulasi penelitian ini menyarankan kontribusi dalam merancang ruang berventilasi alami sebelum prosedur konstruksi bangunan dimulai penulis,"1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0","SDG1,SDG7,SDG9,SDG12"
Hand Gesture Recognition Using FMCW Radar and Deep Learning for Understanding Deaf Sign Language,"[{""Penulis"":""Wibisono, Bagas""},{""Penulis"":""Suratman, Fiky Y.""},{""Penulis"":""Istiqomah""}]",Orang -orang mengalami kesulitan dalam memahami bahasa isyarat orang tunarungu karena itu suatu teknologi diperlukan untuk menerjemahkan bahasa isyarat untuk membantu orang tunarungu di masyarakat Indonesia tidak memiliki kelancaran dalam bahasa isyarat nasional seperti bahasa isyarat Indonesia yang dapat memengaruhi kepercayaan diri dan keterampilan interaksi sosial mereka dengan orang lain sebelumnyaStudi umumnya menggunakan kamera dalam pengambilan dataset dalam pengenalan bahasa isyarat ada lemah dalam menggunakan kamera karena harus memperhatikan kondisi lingkungan seperti dipengaruhi oleh radar intensitas cahaya dapat memperbaiki kekurangan ini karena menggunakan gelombang elektromagnetik dalam penelitian ini yang diusulkanPenggunaan radar urad oleh antheral berdasarkan frekuensi radar yang dimodulasi gelombang kontinu FMCW untuk mendeteksi dan kemudian mengumpulkan kata -kata SIBI untuk data mentah yang merupakan sinyal IQ. Teknik yang diusulkan menerapkan metode prapromJaringan Saraf Konvolusional CNN Sistem yang dirancang mampu untuk CLA jika lima kata bahasa isyarat Indonesia menjadi lima kla setelahnya membandingkan tiga arsitektur yang dibangun sendiri untuk menemukan model terbaik dengan perbedaan dalam jumlah konvolusi dan pooling lapisan di setiap arsitektur hasil dariIfikasi CLA arsitektur yang diusulkan menunjukkan pergerakan akurasi ifikasi CLA melebihi lebih dari penelitian ini memiliki akurasi tinggi karena metode preprome ing yang diusulkan dan membandingkan beberapa arsitektur CNN yang akurasinya lebih tinggi dari penelitian sebelumnya yang juga menggunakan radar berdasarkan hasil yang diusulkan sistem yang diusulkan dapatBermanfaat dalam Memahami Bahasa Isyarat Tuli dengan Sibi Penulis Di Bawah Lisensi Eksklusif untuk Springer Nature Singapore Pte Ltd,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Improvement of Assembly Manufacturing Process through Value Stream Mapping and Ranked Positional Weight: An Empirical Evidence from the Defense Industry,"[{""Penulis"":""Achmadi, Fandi""},{""Penulis"":""Harsanto, Budi""},{""Penulis"":""Yunani, Akhmad""}]","Penelitian ini bertujuan untuk meningkatkan prosedur manufaktur A Emly untuk menyelesaikan ketidakseimbangan beban kerja dengan menggabungkan pemetaan aliran nilai VSM dan peringkat posisi berat RPW Sebuah studi empiris dilakukan di perusahaan manufaktur pertahanan yang berlokasi di Indonesia, penelitian ini secara khusus berfokus pada komponen dan tugas yang didistribusikan di antara aworkstation emly dalam satu produk senjata. Hasil analisis menunjukkan pengurangan yang signifikan dalam total waktu siklus dari s min ke min atau penurunan studi tambahan ini menemukan peningkatan dalam keseimbangan garis emly yang diukur dengan efisiensi garis keterlambatan keseimbangan keseimbangandan Indeks Kinerja Indeks Smoothne Penerapan VSM dan RPW dalam penelitian ini unik dalam konteks industri pertahanan karena memberikan analisis empiris pada waktu siklus dan keseimbangan garis Emly yang jarang mempelajari hasil penelitian ini berkontribusi pada kemajuan dariLiteratur di lapangan dan memberikan wawasan yang berharga bagi organisasi lain di industri pertahanan dan industri manufaktur lainnya dengan meningkatkan efisiensi dan keseimbangan senjata yang diteliti oleh studi ini memiliki potensi untuk meningkatkan produktivitas dan mengurangi limbah oleh penulis","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1","SDG1,SDG9,SDG17"
Open Innovation in Cleaner Production of Indonesian Traditional Batik SMEs: A Causal Loop Analysis Perspective,"[{""Penulis"":""Rumanti, Augustina Asih""},{""Penulis"":""Prambudia, Yudha""},{""Penulis"":""Pulungan, Muhammad Almaududi""},{""Penulis"":""Achmad, Fandi""}]","Kontribusi kolektif UKM usaha kecil dan menengah terhadap pertumbuhan ekonomi terbukti di banyak negara di seluruh dunia, tetapi juga berkontribusi terhadap beban lingkungan yang telah diderita dunia saat ini.Dikembangkan dengan tujuan untuk mengevaluasi peran OI dalam mengurangi dampak lingkungan UKM Pengembangan model dilakukan dalam dua tahap pertama adalah identifikasi variabel yang relevan ini dilakukan dengan meninjau model OI yang relevan dan variabel pilih berdasarkan karakteristik statistik yang kedua adalah membangun hubungan logis antaraVariabel berdasarkan wawancara dan ulasan literatur pengembangannya adalah iteratif sehingga setiap iterasi dapat membawa informasi baru dan memperbarui model model final disajikan dalam diagram loop kausal CLD dan membahas penulis dan iOS pra","1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0","SDG1,SDG8,SDG9,SDG12"
"Analysis of fiscal decentralisation, human development, and regional economic growth in indonesia","[{""Penulis"":""Sofilda, Eleonora""},{""Penulis"":""Zilal Hamzah, Muhammad""},{""Penulis"":""Kusairi, Suhal""}]","Di Indonesia, desentralisasi fiskal telah diimplementasikan selama dua dekade dan diharapkan bahwa daerah tersebut akan memiliki tingkat kemandirian yang cukup untuk meningkatkan pertumbuhan ekonomi dan kesejahteraan penelitian ini menyelidiki pengaruh desentralisasi fiskal dan pembangunan manusia pada pertumbuhan ekonomi regional, data sampel yang terdiri dari kabupatenLevel di Indonesia dan memanfaatkan metode data panel Temuan menunjukkan bahwa pemerintah pusat memberikan pendapatan yang dihasilkan secara lokal dan pengembangan sumber daya manusia secara positif mempengaruhi pertumbuhan ekonomi regional meskipun tingkat desentralisasi secara negatif mempengaruhi pertumbuhan regional sementara untuk daerah dengan independensi di atas desentralisasi persen yang dihasilkan secara lokal.Transfer pemerintah pusat dan pinjaman provinsi dan pengembangan sumber daya manusia secara positif mempengaruhi pertumbuhan ekonomi regional sebagai tambahan temuan juga menunjukkan bahwa efek dinamis ada yang menyiratkan bahwa kinerja pertumbuhan ekonomi regional sebelumnya mempengaruhi pencapaian ekonomi saat ini. Implikasi kebijakan dari penelitian ini adalah bahwa para pembuat kebijakan tidak dapat menyamakan kebijakan kebijakanUntuk meningkatkan pertumbuhan ekonomi regional karena setiap daerah memiliki karakteristik spesifik yang diterbitkan oleh penulis oleh Informa UK Limited Trading sebagai Taylor Francis Group","1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1","SDG1,SDG8,SDG17"
Measuring levels of user's acceptance in adopting the SAKPOLE as an e-Samsat service using UTAUT2,"[{""Penulis"":""Adi Nugraha, Khrisna""},{""Penulis"":""Yasirandi, Rahmat""},{""Penulis"":""Utomo, Rio Guntur""}]",Meningkatkan layanan publik kepada masyarakat saat ini secara intensif dilakukan dengan keberadaan pemerintah salah satu produk pemerintah E di Indonesia adalah layanan Sakpole E Samsat Sakpole E Samsat Service adalah layanan online yang dirancang untuk memfasilitasi wajib pajak dalam membayar akuntabilitas pajak kendaraan bermotornyathe entire administrative area of central java can use this service  which one of them is the karanganyar regency  the succe  rate of implementing this technology influence by the readine  of its users to accept and use the technology  the purpose of this study was to determine the factors thatPengaruh Niat Perilaku Untuk Menggunakan Layanan Sakpole E Samsat di Kabupaten Karahanyar Studi ini menggunakan responden yang akan dianalisis menggunakan variabel dalam teori penerimaan terpadu dan penggunaan teknologi yang dimodifikasi oleh teknologi dari penelitian ini kami menemukan bahwa memfasilitasi kondisi kinerja dan nilai publik yang memfasilitasi publik dan nilai publik memfasilitasi publik dan nilai publik memfasilitasi publik danmemiliki efek positif yang signifikan pada niat perilaku untuk menggunakan layanan Sakpole E Samsat dengan nilai publik adalah faktor paling signifikan yang dapat disimpulkan bahwa pandangan orang -orang Kabupaten Karanganyar terhadap penyedia layanan telah berhasil meningkatkan kapasitas mereka karena berguna dari iniPenulis Layanan S.,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1","SDG1,SDG16,SDG17"
The different roles of innovation intermediaries to generate value,"[{""Penulis"":""Noviaristanti, Siska""},{""Penulis"":""Acur, Nuran""},{""Penulis"":""Mendibil, Kepa""}]",Pengembangan Praktik Manajemen Inovasi Menuju Tantangan Sosial -Sosial Openne dan Teknologi yang Muncul telah mengubah peran dan pendukung perantara inovasi perantara inovasi perantara dianggap sebagai beorganisasi yang menghasilkan nilai bagi institusi lain atau masyarakat dalam sistem inovasi terlepas dari pertumbuhan inovasi perantara dalam beberapa tahun baru -baru ini di dalamnya di sana di sana di sana di sana meskipun ada sistem inovasi meskipun ada pertumbuhan inovasi dalam beberapa tahun terakhir di sana dalam beberapa tahun baru -baru ini di sana dalam beberapa inovasi di sana dalam beberapa tahun terakhir di sana dalam beberapa tahun terakhir di sana dalam beberapa tahun baru -baru iniMasih kurangnya kejelasan tentang berbagai peran yang dapat dimainkan oleh perantara dan cara yang mereka hasilkan nilai bagi industri lembaga lain dan atau masyarakat ini kertas ini meninjau penelitian saat ini untuk mengidentifikasi peran kontemporer inovasi -peredimaraan dan mengeksplorasi mekanisme yang mereka gunakan untuk menghasilkan nilai melalui penggunaan OfKopling Bibliografi Makalah ini menyajikan analisis yang kuat dari intelektual streams dan konsep -konsep utama yang mendasari penelitian inovasi perantara Papermake kontribusi untuk perdebatan yang sedang berlangsung dengan mengusulkan kerangka kerja yang menjelaskan perantara yang berbeda dari perantara inovasi perantara Pengetahuan Pengetahuan Pengetahuan PRIWERABLER PRIWALBER DAN NILAI GENERATOR Nilai Inovasi di dalam perantara perantara pialang pialang pialang transpranstrator pialang dan nilai yang bernilai.therole di berbagai tingkat analisis di industri perusahaan dan nasional.,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",SDG9
